strain	virus	date	region	country	gisaid_epi_isl
hCoV-19/Canada/BC-BCCDC-166269/2020	ncov	2020-11-07	North America	Canada	EPI_ISL_4420112
hCoV-19/Jamaica/34594/2021	ncov	2021-02-28	Caribbean	Jamaica	EPI_ISL_3235092
hCoV-19/Jamaica/34662/2021	ncov	2021-02-27	Caribbean	Jamaica	EPI_ISL_3235096
hCoV-19/Jamaica/34618/2021	ncov	2021-03-01	Caribbean	Jamaica	EPI_ISL_3235097
hCoV-19/Jamaica/34695/2021	ncov	2021-03-31	Caribbean	Jamaica	EPI_ISL_3235095
hCoV-19/CostaRica/INC-0439/2021	ncov	2021-03-04	North America	Costa Rica	EPI_ISL_2657678
hCoV-19/USA/CA-CDPH-2000020699/2021	ncov	2021-01-03	North America	USA	EPI_ISL_3671844
hCoV-19/Guatemala/19335/2021	ncov	2021-03-26	North America	Guatemala	EPI_ISL_3275183
hCoV-19/Guatemala/12523/2021	ncov	2021-02-19	North America	Guatemala	EPI_ISL_3275179
hCoV-19/Brazil/RJ-FIOCRUZ-11269/2021	ncov	2021-03-11	South America	Brazil	EPI_ISL_6899003
hCoV-19/USA/MA-CDC-QDX22752489/2021	ncov	2021-03-06	North America	USA	EPI_ISL_4985701
hCoV-19/CostaRica/INC-0487/2021	ncov	2021-03-11	North America	Costa Rica	EPI_ISL_2657680
hCoV-19/Brazil/MT-3524/2021	ncov	2021-01-25	South America	Brazil	EPI_ISL_3316175
hCoV-19/SouthAfrica/NICD-N19688/2020	ncov	2020-07-15	Africa	South Africa	EPI_ISL_6906343
hCoV-19/SouthAfrica/NICD-N19695/2020	ncov	2020-12-31	Africa	South Africa	EPI_ISL_6906391
hCoV-19/India/GJ-INSACOG-GBRC1631/2021	ncov	2021-02-18	Asia	India	EPI_ISL_3843681
hCoV-19/USA/CA-CDPH-2000017395/2021	ncov	2021-01-11	North America	USA	EPI_ISL_3332480
hCoV-19/Japan/TKY32373/2020	ncov	2020-08-19	Asia	Japan	EPI_ISL_6127582
hCoV-19/Niger/ZR-188A/2020	ncov	2020-11-27	Africa	Niger	EPI_ISL_3804284
hCoV-19/Guatemala/ASI2094/2021	ncov	2021-02-21	North America	Guatemala	EPI_ISL_5926984
hCoV-19/Panama/GMI-PA7939/2021	ncov	2021-03-11	North America	Panama	EPI_ISL_4744584
hCoV-19/Canada/QC-1nIUH-5524327126/2021	ncov	2021-03-10	North America	Canada	EPI_ISL_5891858
hCoV-19/USA/TX-HMH-MCoV-43207/2020	ncov	2020-07-12	North America	USA	EPI_ISL_5074589
hCoV-19/U.S.VirginIslands/VI-CDC-2-3906183/2021	ncov	2021-02-09	Caribbean	U.S. Virgin Islands	EPI_ISL_3353982
hCoV-19/U.S.VirginIslands/VI-CDC-2-3906095/2021	ncov	2021-02-08	Caribbean	U.S. Virgin Islands	EPI_ISL_3353960
hCoV-19/U.S.VirginIslands/VI-CDC-2-3906154/2021	ncov	2021-01-27	Caribbean	U.S. Virgin Islands	EPI_ISL_3353969
hCoV-19/USA/TX-HMH-MCoV-42002/2020	ncov	2020-07-20	North America	USA	EPI_ISL_5073744
hCoV-19/SouthAfrica/NHLS-UCT-GS-B245/2021	ncov	2021-03-02	Africa	South Africa	EPI_ISL_6914993
hCoV-19/U.S.VirginIslands/VI-CDC-2-4122443/2021	ncov	2021-02-23	Caribbean	U.S. Virgin Islands	EPI_ISL_3354577
hCoV-19/U.S.VirginIslands/VI-CDC-2-4122440/2021	ncov	2021-02-19	Caribbean	U.S. Virgin Islands	EPI_ISL_3354576
hCoV-19/U.S.VirginIslands/VI-CDC-2-4122439/2021	ncov	2021-02-25	Caribbean	U.S. Virgin Islands	EPI_ISL_3354575
hCoV-19/U.S.VirginIslands/VI-CDC-2-4122528/2021	ncov	2021-03-01	Caribbean	U.S. Virgin Islands	EPI_ISL_3354588
hCoV-19/U.S.VirginIslands/VI-CDC-2-4122518/2021	ncov	2021-02-19	Caribbean	U.S. Virgin Islands	EPI_ISL_3354584
hCoV-19/U.S.VirginIslands/VI-CDC-2-4122114/2021	ncov	2021-03-08	Caribbean	U.S. Virgin Islands	EPI_ISL_3354522
hCoV-19/Gabon/LPDG363/2021	ncov	2021-03-06	Africa	Gabon	EPI_ISL_3356350
hCoV-19/PuertoRico/PR-CDC-2-4122648/2021	ncov	2021-03-23	Caribbean	Puerto Rico	EPI_ISL_3354613
hCoV-19/PuertoRico/PR-CDC-2-4122735/2021	ncov	2021-03-26	Caribbean	Puerto Rico	EPI_ISL_3354628
hCoV-19/Canada/BC-BCCDC-124292/2021	ncov	2021-03-04	North America	Canada	EPI_ISL_4422486
hCoV-19/Panama/GMI-PAM1934/2021	ncov	2021-03-29	North America	Panama	EPI_ISL_4744649
hCoV-19/PapuaNewGuinea/PNG917/2021	ncov	2021-03-31	Oceania	Papua New Guinea	EPI_ISL_6464487
hCoV-19/Guadeloupe/IPP02204/2021	ncov	2021-01-12	Caribbean	Guadeloupe	EPI_ISL_4211250
hCoV-19/Panama/GMI-PACZ1479/2021	ncov	2021-03-30	North America	Panama	EPI_ISL_4744550
hCoV-19/Slovenia/248997_1/2020	ncov	2020-12-03	Europe	Slovenia	EPI_ISL_5103385
hCoV-19/Peru/LOR-INS-2201/2021	ncov	2021-02-22	South America	Peru	EPI_ISL_3376384
hCoV-19/Panama/GMI-PAFQ005/2021	ncov	2021-03-10	North America	Panama	EPI_ISL_4744650
hCoV-19/Peru/LIM-UPCH-1084/2020	ncov	2020-10-12	South America	Peru	EPI_ISL_5148044
hCoV-19/Morocco/FMP-238/2021	ncov	2021-03-24	Africa	Morocco	EPI_ISL_5123577
hCoV-19/Peru/AYA-INS-2386/2021	ncov	2021-02-27	South America	Peru	EPI_ISL_3401569
hCoV-19/Peru/LAL-INS-2330/2021	ncov	2021-02-03	South America	Peru	EPI_ISL_3401516
hCoV-19/Peru/LIM-UPCH-1095/2020	ncov	2020-10-14	South America	Peru	EPI_ISL_5148596
hCoV-19/U.S.VirginIslands/VI-Yale-6054/2021	ncov	2021-03-22	Caribbean	U.S. Virgin Islands	EPI_ISL_3045953
hCoV-19/Brazil/AL-FIOCRUZ-2978/2021	ncov	2021-01-04	South America	Brazil	EPI_ISL_3434801
hCoV-19/Kenya/C70271/2020	ncov	2020-11-06	Africa	Kenya	EPI_ISL_6944088
hCoV-19/Kenya/C68678/2020	ncov	2020-11-02	Africa	Kenya	EPI_ISL_6944073
hCoV-19/Kenya/C74712/2020	ncov	2020-11-30	Africa	Kenya	EPI_ISL_6944121
hCoV-19/Sweden/15239480P/2021	ncov	2021-03-12	Europe	Sweden	EPI_ISL_3159091
hCoV-19/Kenya/C66052/2020	ncov	2020-10-23	Africa	Kenya	EPI_ISL_6262664
hCoV-19/Paraguay/631665/2021	ncov	2021-01-31	South America	Paraguay	EPI_ISL_6944369
hCoV-19/Paraguay/631990/2021	ncov	2021-01-31	South America	Paraguay	EPI_ISL_6944396
hCoV-19/Guatemala/ASI02005/2021	ncov	2021-03-02	North America	Guatemala	EPI_ISL_3446672
hCoV-19/Guatemala/ASI02009/2021	ncov	2021-03-02	North America	Guatemala	EPI_ISL_3446677
hCoV-19/Guatemala/ASI01052/2020	ncov	2020-07-01	North America	Guatemala	EPI_ISL_3446667
hCoV-19/Guatemala/ASI02028/2021	ncov	2021-02-26	North America	Guatemala	EPI_ISL_3446693
hCoV-19/Guatemala/ASI02014/2021	ncov	2021-02-02	North America	Guatemala	EPI_ISL_3446684
hCoV-19/Guatemala/ASI02011/2021	ncov	2021-03-03	North America	Guatemala	EPI_ISL_3446680
hCoV-19/Guatemala/ASI02054/2021	ncov	2021-03-21	North America	Guatemala	EPI_ISL_3446715
hCoV-19/Guatemala/ASI02052/2021	ncov	2021-03-19	North America	Guatemala	EPI_ISL_3446713
hCoV-19/Guatemala/ASI02039/2021	ncov	2021-03-06	North America	Guatemala	EPI_ISL_3446701
hCoV-19/Guatemala/ASI02046/2021	ncov	2021-03-13	North America	Guatemala	EPI_ISL_3446705
hCoV-19/Paraguay/58295/2021	ncov	2021-03-17	South America	Paraguay	EPI_ISL_6944450
hCoV-19/Panama/GMI-PA725248/2021	ncov	2021-03-23	North America	Panama	EPI_ISL_4744482
hCoV-19/Panama/GMI-PAM0705/2021	ncov	2021-03-24	North America	Panama	EPI_ISL_4744635
hCoV-19/Indonesia/JA-EIJK-RSRM-274/2021	ncov	2021-01-04	Asia	Indonesia	EPI_ISL_3466034
hCoV-19/USA/MD-HP10937-PIDYWLTFNU/2020	ncov	2020-11-07	North America	USA	EPI_ISL_5413992
hCoV-19/Greece/135548/2021	ncov	2021-02-24	Europe	Greece	EPI_ISL_2368668
hCoV-19/USA/MT-BHDH-152/2021	ncov	2021-01-13	North America	USA	EPI_ISL_3330230
hCoV-19/Argentina/PAIS-H0146/2021	ncov	2021-02-23	South America	Argentina	EPI_ISL_3478890
hCoV-19/Argentina/PAIS-H0173/2020	ncov	2020-07-16	South America	Argentina	EPI_ISL_3478870
hCoV-19/Canada/BC-BCCDC-106264/2021	ncov	2021-03-13	North America	Canada	EPI_ISL_3479186
hCoV-19/Argentina/PAIS-H0151/2021	ncov	2021-03-17	South America	Argentina	EPI_ISL_3478855
hCoV-19/UnitedArabEmirates/BTC-4458/2021	ncov	2021-02-02	Asia	United Arab Emirates	EPI_ISL_5199373
hCoV-19/Brazil/PR-IPEC-145/2020	ncov	2020-09-11	South America	Brazil	EPI_ISL_2758795
hCoV-19/SouthAfrica/NHLS-UCT-GS-8527/2020	ncov	2020-12-25	Africa	South Africa	EPI_ISL_2375967
hCoV-19/Panama/GMI-PAM1575/2021	ncov	2021-03-26	North America	Panama	EPI_ISL_4744496
hCoV-19/Brazil/BA-62/2020	ncov	2020-12-07	South America	Brazil	EPI_ISL_3506975
hCoV-19/USA/WA-UW-3600728/2020	ncov	2020-07-07	North America	USA	EPI_ISL_2790555
hCoV-19/USA/OH-21AM-057CO04181/2021	ncov	2021-02-26	North America	USA	EPI_ISL_2399731
hCoV-19/USA/WA-UW-66962/2021	ncov	2021-03-08	North America	USA	EPI_ISL_2405079
hCoV-19/Gabon/CERMEL-AA0121/2021	ncov	2021-03-25	Africa	Gabon	EPI_ISL_2424139
hCoV-19/Australia/NSW-SAVID-4394/2021	ncov	2021-03-22	Oceania	Australia	EPI_ISL_3568550
hCoV-19/Canada/BC-BCCDC-54912/2021	ncov	2021-03-25	North America	Canada	EPI_ISL_2530643
hCoV-19/CaymanIslands/11961/2021	ncov	2021-03-19	Caribbean	Cayman Islands	EPI_ISL_3620387
hCoV-19/CaymanIslands/11593/2021	ncov	2021-03-17	Caribbean	Cayman Islands	EPI_ISL_3615704
hCoV-19/CaymanIslands/11116/2021	ncov	2021-03-12	Caribbean	Cayman Islands	EPI_ISL_3614836
hCoV-19/CaymanIslands/11187/2021	ncov	2021-03-12	Caribbean	Cayman Islands	EPI_ISL_3614837
hCoV-19/CaymanIslands/10446/2021	ncov	2021-03-10	Caribbean	Cayman Islands	EPI_ISL_3614794
hCoV-19/Japan/PG-167284/2020	ncov	2020-11-30	Asia	Japan	EPI_ISL_7097758
hCoV-19/Paraguay/57351/2021	ncov	2021-03-15	South America	Paraguay	EPI_ISL_6944443
hCoV-19/USA/ID-IVREF-697500/2020	ncov	2020-12-28	North America	USA	EPI_ISL_7622838
hCoV-19/Bolivia/SAN-UPCH-1012/2020	ncov	2020-12-08	South America	Bolivia	EPI_ISL_5148439
hCoV-19/Finland/THL-202101710/2021	ncov	2021-01-18	Europe	Finland	EPI_ISL_2590245
hCoV-19/CaymanIslands/13142/2021	ncov	2021-03-26	Caribbean	Cayman Islands	EPI_ISL_3663241
hCoV-19/CaymanIslands/8911/2021	ncov	2021-02-25	Caribbean	Cayman Islands	EPI_ISL_3663240
hCoV-19/CaymanIslands/2957/2021	ncov	2021-01-18	Caribbean	Cayman Islands	EPI_ISL_3663239
hCoV-19/CaymanIslands/36492/2021	ncov	2021-01-05	Caribbean	Cayman Islands	EPI_ISL_3663238
hCoV-19/USA/CA-CDPH-2000025771/2021	ncov	2021-01-14	North America	USA	EPI_ISL_3669873
hCoV-19/Australia/VIC14305/2020	ncov	2020-08-04	Oceania	Australia	EPI_ISL_5299101
hCoV-19/Australia/VIC9120/2020	ncov	2020-08-20	Oceania	Australia	EPI_ISL_5298881
hCoV-19/USA/CO-CDPHE-2009021356/2020	ncov	2020-09-01	North America	USA	EPI_ISL_5318235
hCoV-19/CaymanIslands/7965/2021	ncov	2021-02-17	Caribbean	Cayman Islands	EPI_ISL_3690640
hCoV-19/CaymanIslands/10010/2021	ncov	2021-03-05	Caribbean	Cayman Islands	EPI_ISL_3690641
hCoV-19/CaymanIslands/5863/2021	ncov	2021-02-03	Caribbean	Cayman Islands	EPI_ISL_3690544
hCoV-19/Belize/CML-7/2021	ncov	2021-01-19	North America	Belize	EPI_ISL_4296316
hCoV-19/CaymanIslands/11208/2021	ncov	2021-03-12	Caribbean	Cayman Islands	EPI_ISL_3691524
hCoV-19/CaymanIslands/34894/2020	ncov	2020-12-28	Caribbean	Cayman Islands	EPI_ISL_3691962
hCoV-19/CaymanIslands/34664/2020	ncov	2020-12-24	Caribbean	Cayman Islands	EPI_ISL_3691964
hCoV-19/USA/TX-HMH-MCoV-48185/2020	ncov	2020-07-17	North America	USA	EPI_ISL_5343272
hCoV-19/Croatia/1956/2021	ncov	2021-03-15	Europe	Croatia	EPI_ISL_2406572
hCoV-19/USA/WY-WYPHL-20125936/2020	ncov	2020-11-08	North America	USA	EPI_ISL_2692204
hCoV-19/Brazil/PE-FIOCRUZ-IAM3331/2020	ncov	2020-10-09	South America	Brazil	EPI_ISL_3704742
hCoV-19/Iran/GRC-9842/2020	ncov	2020-07-13	Asia	Iran	EPI_ISL_2692908
hCoV-19/USA/TX-HMH-MCoV-49406/2020	ncov	2020-07-16	North America	USA	EPI_ISL_5383977
hCoV-19/Peru/LIM-UPCH-0953/2020	ncov	2020-10-13	South America	Peru	EPI_ISL_3707356
hCoV-19/Belize/CML-10/2021	ncov	2021-02-21	North America	Belize	EPI_ISL_4296319
hCoV-19/USA/CA-CDPH-2000014425/2020	ncov	2020-12-15	North America	USA	EPI_ISL_5443443
hCoV-19/Brazil/SE-FIOCRUZ-10268/2021	ncov	2021-02-24	South America	Brazil	EPI_ISL_2660618
hCoV-19/USA/CA-CDPH-2000016557/2020	ncov	2020-12-16	North America	USA	EPI_ISL_5442446
hCoV-19/Niger/M82/2021	ncov	2021-01-19	Africa	Niger	EPI_ISL_2835627
hCoV-19/DominicanRepublic/Yale-5398/2021	ncov	2021-01-13	Caribbean	Dominican Republic	EPI_ISL_2501729
hCoV-19/Benin/NMIMR-349541/2021	ncov	2021-03-25	Africa	Benin	EPI_ISL_7139663
hCoV-19/Benin/NMIMR-355374/2021	ncov	2021-03-30	Africa	Benin	EPI_ISL_7139699
hCoV-19/SouthAfrica/NICD-N2691/2021	ncov	2021-01-06	Africa	South Africa	EPI_ISL_2662532
hCoV-19/Benin/NMIMR-UBA65708/2021	ncov	2021-02-22	Africa	Benin	EPI_ISL_7140053
hCoV-19/Brazil/CE-FIOCRUZ-14099/2021	ncov	2021-03-31	South America	Brazil	EPI_ISL_5530048
hCoV-19/Brazil/CE-FIOCRUZ-14050/2021	ncov	2021-03-24	South America	Brazil	EPI_ISL_5530047
hCoV-19/Brazil/CE-FIOCRUZ-12088/2021	ncov	2021-03-05	South America	Brazil	EPI_ISL_5530000
hCoV-19/Brazil/CE-FIOCRUZ-12117/2021	ncov	2021-03-13	South America	Brazil	EPI_ISL_5530006
hCoV-19/Brazil/CE-FIOCRUZ-12097/2021	ncov	2021-03-08	South America	Brazil	EPI_ISL_5530112
hCoV-19/DominicanRepublic/21889-2P/2021	ncov	2021-03-15	Caribbean	Dominican Republic	EPI_ISL_3828021
hCoV-19/SouthAfrica/NICD-N8325/2021	ncov	2021-03-31	Africa	South Africa	EPI_ISL_2695704
hCoV-19/USA/AZ-ASU18886/2021	ncov	2021-01-14	North America	USA	EPI_ISL_5629822
hCoV-19/USA/AZ-ASU19229/2021	ncov	2021-01-24	North America	USA	EPI_ISL_5629850
hCoV-19/PapuaNewGuinea/PNG1499/2021	ncov	2021-03-06	Oceania	Papua New Guinea	EPI_ISL_7737855
hCoV-19/Indonesia/JB-GS-WJHL-ITB-WGS059/2021	ncov	2021-01-19	Asia	Indonesia	EPI_ISL_8479668
hCoV-19/Rwanda/NRLNAT4025/2021	ncov	2021-02-22	Africa	Rwanda	EPI_ISL_2362512
hCoV-19/Rwanda/NRLNAT4015/2021	ncov	2021-02-05	Africa	Rwanda	EPI_ISL_2362502
hCoV-19/SouthAfrica/VIDA-KRISP-K012280/2020	ncov	2020-11-30	Africa	South Africa	EPI_ISL_2360913
hCoV-19/SouthAfrica/VIDA-KRISP-K012371/2020	ncov	2020-10-26	Africa	South Africa	EPI_ISL_2360952
hCoV-19/France/OCC-CHU-TLS-210821334001/2021	ncov	2021-03-22	Europe	France	EPI_ISL_2367082
hCoV-19/India/KL-GENESCOV00289/2020	ncov	2020-12-02	Asia	India	EPI_ISL_7212740
hCoV-19/Greece/145811/2021	ncov	2021-03-08	Europe	Greece	EPI_ISL_2369548
hCoV-19/SouthAfrica/NHLS-UCT-GS-8093/2020	ncov	2020-12-14	Africa	South Africa	EPI_ISL_2375959
hCoV-19/SouthAfrica/NHLS-UCT-GS-1128/2020	ncov	2020-11-06	Africa	South Africa	EPI_ISL_2375934
hCoV-19/SouthAfrica/NICD-N6546/2021	ncov	2021-03-18	Africa	South Africa	EPI_ISL_2382191
hCoV-19/India/KL-GENESCOV00445/2020	ncov	2020-12-18	Asia	India	EPI_ISL_7214687
hCoV-19/CaymanIslands/32892/2020	ncov	2020-12-15	Caribbean	Cayman Islands	EPI_ISL_2384369
hCoV-19/U.S.VirginIslands/VI-CDC-2-4420260/2021	ncov	2021-03-09	Caribbean	U.S. Virgin Islands	EPI_ISL_2384228
hCoV-19/Sweden/15049893P/2021	ncov	2021-03-08	Europe	Sweden	EPI_ISL_3795944
hCoV-19/SaudiArabia/KAIMRC-S477/2021	ncov	2021-02-07	Asia	Saudi Arabia	EPI_ISL_3799785
hCoV-19/Niger/M32A/2020	ncov	2020-12-26	Africa	Niger	EPI_ISL_3804280
hCoV-19/Niger/M121A/2021	ncov	2021-01-19	Africa	Niger	EPI_ISL_3804272
hCoV-19/Sweden/SE1410324444/2021	ncov	2021-02-10	Europe	Sweden	EPI_ISL_2409499
hCoV-19/Sweden/SE1410176189/2021	ncov	2021-03-08	Europe	Sweden	EPI_ISL_2412141
hCoV-19/England/WSFT-25CF451/2021	ncov	2021-01-13	Europe	United Kingdom	EPI_ISL_2752753
hCoV-19/England/WSFT-25CF6D3/2021	ncov	2021-01-10	Europe	United Kingdom	EPI_ISL_2752787
hCoV-19/Ghana/WACCBIP-GS594/2021	ncov	2021-03-30	Africa	Ghana	EPI_ISL_2422570
hCoV-19/India/GJ-INSACOG-GBRC1630/2021	ncov	2021-02-13	Asia	India	EPI_ISL_3843685
hCoV-19/Djibouti/NAMRU3_JS/2021	ncov	2021-02-09	Africa	Djibouti	EPI_ISL_3845397
hCoV-19/Canada/ON-SC6459/2021	ncov	2021-03-30	North America	Canada	EPI_ISL_7275341
hCoV-19/Canada/ON-SC6477/2021	ncov	2021-03-30	North America	Canada	EPI_ISL_7275450
hCoV-19/PuertoRico/PR-CDC-S369/2020	ncov	2020-10-31	Caribbean	Puerto Rico	EPI_ISL_2426908
hCoV-19/PuertoRico/PR-CDC-S396/2020	ncov	2020-11-23	Caribbean	Puerto Rico	EPI_ISL_2426934
hCoV-19/PuertoRico/PR-CDC-S398/2020	ncov	2020-11-23	Caribbean	Puerto Rico	EPI_ISL_2426936
hCoV-19/PuertoRico/PR-CDC-S382/2020	ncov	2020-11-11	Caribbean	Puerto Rico	EPI_ISL_2426920
hCoV-19/PuertoRico/PR-CDC-S390/2020	ncov	2020-11-13	Caribbean	Puerto Rico	EPI_ISL_2426928
hCoV-19/Brazil/SP-reBUT_872026/2021	ncov	2021-03-29	South America	Brazil	EPI_ISL_5802258
hCoV-19/Brazil/RS-LMM52657/2021	ncov	2021-02-23	South America	Brazil	EPI_ISL_2431852
hCoV-19/Brazil/RS-LMM61952/2021	ncov	2021-03-15	South America	Brazil	EPI_ISL_3873643
hCoV-19/USA/CA-CDPH-3000031208/2021	ncov	2021-02-23	North America	USA	EPI_ISL_7335387
hCoV-19/Benin/253408/2021	ncov	2021-02-02	Africa	Benin	EPI_ISL_2932554
hCoV-19/Brazil/RJ-FIOCRUZ-14441/2021	ncov	2021-03-23	South America	Brazil	EPI_ISL_2443589
hCoV-19/Paraguay/iics_9342/2021	ncov	2021-02-22	South America	Paraguay	EPI_ISL_2444786
hCoV-19/Mozambique/MZ-L-IBV-97025377/2021	ncov	2021-01-23	Africa	Mozambique	EPI_ISL_2442132
hCoV-19/Mozambique/MZ-L-IBV-97025345/2021	ncov	2021-02-09	Africa	Mozambique	EPI_ISL_2442109
hCoV-19/Brazil/CE-FIOCRUZ-01072/2021	ncov	2021-02-20	South America	Brazil	EPI_ISL_3912192
hCoV-19/Brazil/CE-FIOCRUZ-00990/2021	ncov	2021-01-28	South America	Brazil	EPI_ISL_3912302
hCoV-19/Brazil/CE-FIOCRUZ-01041/2021	ncov	2021-02-13	South America	Brazil	EPI_ISL_3912473
hCoV-19/Togo/NMIMR-21-TGS-081/2021	ncov	2021-03-09	Africa	Togo	EPI_ISL_3914920
hCoV-19/Mozambique/MZ-L-IBV-97025296/2021	ncov	2021-02-20	Africa	Mozambique	EPI_ISL_2442090
hCoV-19/SouthSudan/UG420/2021	ncov	2021-03-12	Africa	South Sudan	EPI_ISL_2450797
hCoV-19/SouthSudan/UG306/2021	ncov	2021-01-15	Africa	South Sudan	EPI_ISL_2450770
hCoV-19/PuertoRico/PR-UPRRP-2277/2021	ncov	2021-03-29	Caribbean	Puerto Rico	EPI_ISL_3924816
hCoV-19/Iceland/11324/2021	ncov	2021-03-21	Europe	Iceland	EPI_ISL_3930282
hCoV-19/SouthSudan/UG442/2021	ncov	2021-03-04	Africa	South Sudan	EPI_ISL_2450814
hCoV-19/SouthSudan/UG438/2021	ncov	2021-03-02	Africa	South Sudan	EPI_ISL_2450810
hCoV-19/Brazil/RJ-31864/2021	ncov	2021-01-26	South America	Brazil	EPI_ISL_4413328
hCoV-19/USA/CA-CDPH-3000013955/2021	ncov	2021-02-10	North America	USA	EPI_ISL_8613273
hCoV-19/India/DL-NCDC-709349/2020	ncov	2020-12-12	Asia	India	EPI_ISL_2459070
hCoV-19/India/MP-NCDC-1009353/2021	ncov	2021-02-15	Asia	India	EPI_ISL_2459956
hCoV-19/India/KL-GENESCOV00420/2020	ncov	2020-12-16	Asia	India	EPI_ISL_7214378
hCoV-19/India/PB-NCDC-1409337/2021	ncov	2021-03-04	Asia	India	EPI_ISL_2460333
hCoV-19/India/DL-NCDC-909348/2021	ncov	2021-02-13	Asia	India	EPI_ISL_2459376
hCoV-19/Brazil/RJ-FIOCRUZ-27663/2020	ncov	2020-12-02	South America	Brazil	EPI_ISL_2466123
hCoV-19/Brazil/SC-FIOCRUZ-11049-1P/2021	ncov	2021-01-27	South America	Brazil	EPI_ISL_2466261
hCoV-19/Brazil/RN-FIOCRUZ-24823/2021	ncov	2021-02-01	South America	Brazil	EPI_ISL_2466224
hCoV-19/Indonesia/BT-MRINUPH-EIJK-080/2021	ncov	2021-01-26	Asia	Indonesia	EPI_ISL_3957755
hCoV-19/Indonesia/KT-MRINUPH-EIJK-098/2021	ncov	2021-02-25	Asia	Indonesia	EPI_ISL_3957771
hCoV-19/Peru/ARE-UPCH-0700/2021	ncov	2021-03-31	South America	Peru	EPI_ISL_3020181
hCoV-19/Canada/AB-ABPHL-14260/2021	ncov	2021-03-30	North America	Canada	EPI_ISL_2477970
hCoV-19/Brazil/SP-reBUT_26404/2021	ncov	2021-03-24	South America	Brazil	EPI_ISL_5782668
hCoV-19/Brazil/SP-reBUT_352628696/2021	ncov	2021-03-29	South America	Brazil	EPI_ISL_5799816
hCoV-19/Kenya/SS2832/2020	ncov	2020-11-13	Africa	Kenya	EPI_ISL_5797328
hCoV-19/Brazil/SP-reBUT_817222/2021	ncov	2021-03-22	South America	Brazil	EPI_ISL_5801990
hCoV-19/USA/GA-CDC-ASC210013480/2021	ncov	2021-03-21	North America	USA	EPI_ISL_2482296
hCoV-19/Brazil/SP-reBUT_874985/2021	ncov	2021-03-29	South America	Brazil	EPI_ISL_5802275
hCoV-19/Brazil/SP-reBUT_870915/2021	ncov	2021-03-29	South America	Brazil	EPI_ISL_5802209
hCoV-19/Brazil/SP-reBUT_757110/2021	ncov	2021-03-08	South America	Brazil	EPI_ISL_5801784
hCoV-19/Brazil/SP-reBUT_721520/2021	ncov	2021-02-28	South America	Brazil	EPI_ISL_5801745
hCoV-19/Brazil/SP-reBUT_770671/2021	ncov	2021-03-11	South America	Brazil	EPI_ISL_5801849
hCoV-19/Brazil/SP-reBUT_829228/2021	ncov	2021-03-22	South America	Brazil	EPI_ISL_5802033
hCoV-19/Brazil/SP-reBUT_869338/2021	ncov	2021-03-30	South America	Brazil	EPI_ISL_5802150
hCoV-19/Brazil/SP-reBUT_862044/2021	ncov	2021-03-28	South America	Brazil	EPI_ISL_5802095
hCoV-19/Brazil/SP-reBUT_839119/2021	ncov	2021-03-26	South America	Brazil	EPI_ISL_5802044
hCoV-19/Romania/SC17914/2021	ncov	2021-03-25	Europe	Romania	EPI_ISL_5921651
hCoV-19/Brazil/RR-IEC-178346/2021	ncov	2021-02-22	South America	Brazil	EPI_ISL_2488780
hCoV-19/Brazil/BA-FIOCRUZ-33650/2020	ncov	2020-12-15	South America	Brazil	EPI_ISL_2491720
hCoV-19/Brazil/BA-FIOCRUZ-10785/2021	ncov	2021-02-15	South America	Brazil	EPI_ISL_2491783
hCoV-19/Brazil/BA-FIOCRUZ-21793/2020	ncov	2020-08-20	South America	Brazil	EPI_ISL_2491762
hCoV-19/Zimbabwe/CERI-KRISP-K011550/2020	ncov	2020-12-31	Africa	Zimbabwe	EPI_ISL_2493043
hCoV-19/Angola/CERI-KRISP-K013551/2020	ncov	2020-12-09	Africa	Angola	EPI_ISL_2493083
hCoV-19/Zimbabwe/CERI-KRISP-K011559/2021	ncov	2021-01-01	Africa	Zimbabwe	EPI_ISL_2493088
hCoV-19/Canada/MB-NML-24092/2021	ncov	2021-03-23	North America	Canada	EPI_ISL_2495470
hCoV-19/Brazil/BA-FIOCRUZ-33258/2020	ncov	2020-09-10	South America	Brazil	EPI_ISL_2491725
hCoV-19/Suriname/SR-154/2021	ncov	2021-03-30	South America	Suriname	EPI_ISL_2502448
hCoV-19/Canada/BC-BCCDC-36940/2020	ncov	2020-11-30	North America	Canada	EPI_ISL_2499241
hCoV-19/Canada/BC-BCCDC-35244/2020	ncov	2020-12-01	North America	Canada	EPI_ISL_2498183
hCoV-19/DominicanRepublic/Yale-5417/2021	ncov	2021-02-05	Caribbean	Dominican Republic	EPI_ISL_2501723
hCoV-19/DominicanRepublic/Yale-5416/2021	ncov	2021-02-05	Caribbean	Dominican Republic	EPI_ISL_2501720
hCoV-19/DominicanRepublic/Yale-5368/2021	ncov	2021-01-14	Caribbean	Dominican Republic	EPI_ISL_2501728
hCoV-19/DominicanRepublic/Yale-5395/2021	ncov	2021-01-13	Caribbean	Dominican Republic	EPI_ISL_2501708
hCoV-19/DominicanRepublic/Yale-5365/2021	ncov	2021-01-14	Caribbean	Dominican Republic	EPI_ISL_2501707
hCoV-19/DominicanRepublic/Yale-5360/2021	ncov	2021-01-18	Caribbean	Dominican Republic	EPI_ISL_2501713
