strain	virus	date	region	country
USA/SC-USAFSAM-S0311/2021	ncov	2021-01-20	North America	USA
USA/TX-HMH-MCoV-22525/2021	ncov	2021-01-12	North America	USA
USA/TX-HMH-MCoV-23014/2021	ncov	2021-01-11	North America	USA
USA/TX-HMH-MCoV-18508/2020	ncov	2020-11-18	North America	USA
USA/TX-HMH-MCoV-25866/2021	ncov	2021-02-02	North America	USA
USA/TX-HMH-MCoV-25762/2021	ncov	2021-02-01	North America	USA
USA/CA-CDC-QDX21611774/2021	ncov	2021-01-31	North America	USA
USA/CA-CDC-QDX21839959/2021	ncov	2021-02-07	North America	USA
USA/MA-Broad_CRSP-00052/2021	ncov	2021-01-03	North America	USA
USA/NV-NSPHL-317251/2020	ncov	2020-12-28	North America	USA
USA/NV-NSPHL-329082/2021	ncov	2021-01-20	North America	USA
USA/SC-USC-USC5789HA1/2021	ncov	2021-02-25	North America	USA
USA/TX-HMH-MCoV-22496/2021	ncov	2021-01-12	North America	USA
USA/FL-CDC-STM-A100001/2021	ncov	2021-01-03	North America	USA
USA/WA-UW-61576/2021	ncov	2021-02-17	North America	USA
USA/UT-UPHL-2012534028/2020	ncov	2020-07-18	North America	USA
USA/CA-CZB-24134/2021	ncov	2021-01-04	North America	USA
USA/WI-WSLH-201910/2020	ncov	2020-12-07	North America	USA
USA/NC-CDC-LC0007288/2021	ncov	2021-01-19	North America	USA
USA/MN-MDH-1911/2020	ncov	2020-10-18	North America	USA
USA/CA-IGI-0343/2020	ncov	2020-07-20	North America	USA
USA/WI-GMF-25942/2020	ncov	2020-10-15	North America	USA
USA/CA-CZB-3302/2020	ncov	2020-07-17	North America	USA
USA/MI-MDHHS-SC22491/2020	ncov	2020-11-03	North America	USA
USA/NM-UNM-EDB0008/2021	ncov	2021-01-06	North America	USA
USA/UT-UPHL-2009657/2020	ncov	2020-07-26	North America	USA
USA/ME-HETL-J1042/2021	ncov	2021-01-18	North America	USA
USA/TX-HMH-MCoV-22819/2020	ncov	2020-12-29	North America	USA
USA/AZ-CDC-QDX21456654/2021	ncov	2021-01-23	North America	USA
USA/FL-CDC-QDX21953611/2021	ncov	2021-02-09	North America	USA
USA/NY-PRL-2021_03_01_00P22/2021	ncov	2021-02-26	North America	USA
USA/FL-CDC-QDX22062036/2021	ncov	2021-02-15	North America	USA
USA/TX-HMH-MCoV-15454/2020	ncov	2020-10-23	North America	USA
USA/WA-UW-23564/2020	ncov	2020-08-11	North America	USA
USA/NM-DOH-2020641111/2020	ncov	2020-12-26	North America	USA
USA/OR-OHSU-8398/2020	ncov	2020-12-22	North America	USA
USA/MI-MDHHS-SC22514/2020	ncov	2020-11-18	North America	USA
USA/VA-DCLS-1677/2020	ncov	2020-09-03	North America	USA
USA/CA-CZB-4013/2020	ncov	2020-08-01	North America	USA
USA/WI-UW-1829/2020	ncov	2020-09-09	North America	USA
USA/TX-HMH-MCoV-10264/2020	ncov	2020-07-07	North America	USA
USA/TX-HMH-MCoV-19980/2021	ncov	2021-01-03	North America	USA
USA/WA-UW-26856/2020	ncov	2020-09-01	North America	USA
USA/PA-CDC-LC00001300/2020	ncov	2020-12-27	North America	USA
USA/TX-HMH-MCoV-23377/2021	ncov	2021-01-14	North America	USA
USA/FL-BPHL-0137/2021	ncov	2021-01-06	North America	USA
USA/NY-Wadsworth-21005021-01/2020	ncov	2020-12-29	North America	USA
USA/WI-UW-1339/2020	ncov	2020-09-07	North America	USA
USA/WV-CDC-LC00002373/2021	ncov	2021-01-02	North America	USA
USA/CA-CZB-14778/2020	ncov	2020-11-10	North America	USA
USA/UT-UPHL-2012212284/2020	ncov	2020-08-08	North America	USA
USA/FL-CDC-STM-157/2020	ncov	2020-12-30	North America	USA
USA/WI-GMF-19492/2020	ncov	2020-09-09	North America	USA
USA/WI-GMF-19494/2020	ncov	2020-09-09	North America	USA
USA/VA-DCLS-1556/2020	ncov	2020-08-08	North America	USA
USA/TX-HMH-MCoV-21374/2020	ncov	2020-12-29	North America	USA
USA/KS-CDC-LC0012747/2021	ncov	2021-02-01	North America	USA
USA/CA-LACPHL-AG00011/2021	ncov	2021-01-03	North America	USA
USA/CA-CDPH-UC1265/2020	ncov	2020-12-18	North America	USA
USA/UT-UPHL-2009543/2020	ncov	2020-07-19	North America	USA
USA/IL-IDPH-I-000681/2020	ncov	2020-12-08	North America	USA
USA/TX-HMH-MCoV-15653/2020	ncov	2020-07-09	North America	USA
USA/WI-WSLH-211017/2021	ncov	2021-02-08	North America	USA
USA/AR-CDC-QDX21402896/2021	ncov	2021-01-25	North America	USA
USA/NY-Wadsworth-21009500-01/2021	ncov	2021-01-13	North America	USA
USA/IL-NM-6670/2021	ncov	2021-02-09	North America	USA
USA/MI-UM-10036710941/2020	ncov	2020-10-30	North America	USA
USA/TX-HMH-MCoV-12662/2020	ncov	2020-08-31	North America	USA
USA/OR-OHSU-5865/2020	ncov	2020-11-24	North America	USA
USA/MN-CDC-2-4044404/2020	ncov	2020-11-30	North America	USA
USA/MD-HP01105/2021	ncov	2021-01-05	North America	USA
USA/NY-NYCPHL-001277/2020	ncov	2020-11-09	North America	USA
USA/AZ-ASPHL-2925/2020	ncov	2020-11-23	North America	USA
USA/VT-CDC-2-4044725/2020	ncov	2020-12-26	North America	USA
USA/WI-CDC-STM-000003131/2021	ncov	2021-01-14	North America	USA
USA/MI-UM-10037944029/2021	ncov	2021-01-21	North America	USA
USA/TX-HMH-MCoV-10863/2020	ncov	2020-07-05	North America	USA
USA/TX-HMH-MCoV-15331/2020	ncov	2020-10-19	North America	USA
USA/TX-HMH-MCoV-22487/2021	ncov	2021-01-11	North America	USA
USA/TX-DSHS-4603/2020	ncov	2020-07-25	North America	USA
USA/NY-PRL-2021_03_29_01F18/2021	ncov	2021-03-24	North America	USA
USA/NY-Wadsworth-21014370-01/2020	ncov	2020-12-13	North America	USA
USA/TX-HMH-MCoV-29213/2021	ncov	2021-01-27	North America	USA
USA/TX-HMH-MCoV-28787/2021	ncov	2021-02-04	North America	USA
USA/TX-GHRC-BV2-EQ04531246/2021	ncov	2021-02-01	North America	USA
USA/KY-CDC-LC0038193/2021	ncov	2021-03-29	North America	USA
USA/WV-WVU-WV090195/2021	ncov	2021-01-15	North America	USA
USA/IN-INSPHL-00314/2021	ncov	2021-02-04	North America	USA
USA/WI-WSLH-212056/2021	ncov	2021-03-05	North America	USA
USA/NH-CDC-QDX22904182/2021	ncov	2021-03-11	North America	USA
USA/TX-CDC-QDX22487319/2021	ncov	2021-02-25	North America	USA
USA/VA-DCLS-3257/2021	ncov	2021-01-06	North America	USA
USA/NM-NMDOH-2020486885/2020	ncov	2020-11-03	North America	USA
USA/KY-CDC-LC0019393/2021	ncov	2021-02-18	North America	USA
USA/WI-WSLH-212172/2021	ncov	2021-03-09	North America	USA
USA/GA-CDC-4049073-001/2020	ncov	2020-07-07	North America	USA
USA/TX-HMH-MCoV-12043/2020	ncov	2020-09-18	North America	USA
USA/WV-WVU-WV090842/2021	ncov	2021-01-07	North America	USA
USA/NY-CDC-QDX22523115/2021	ncov	2021-02-24	North America	USA
USA/IN-CDC-QDX22904827/2021	ncov	2021-03-11	North America	USA
USA/AK-PHL7752/2021	ncov	2021-03-26	North America	USA
USA/TX-DSHS-5073/2020	ncov	2020-07-21	North America	USA
USA/NY-Wadsworth-21016673-01/2021	ncov	2021-01-30	North America	USA
USA/NY-CDC-QDX22446130/2021	ncov	2021-02-22	North America	USA
USA/MD-NIH-00501/2021	ncov	2021-02-14	North America	USA
USA/TX-CDC-QDX22950480/2021	ncov	2021-03-14	North America	USA
USA/OH-CDC-ASC210007554/2021	ncov	2021-03-15	North America	USA
USA/IN-CDC-QDX22358995/2021	ncov	2021-02-23	North America	USA
USA/NY-Wadsworth-21017475-01/2021	ncov	2021-01-23	North America	USA
USA/NC-CDC-LC0029157/2021	ncov	2021-03-09	North America	USA
USA/MO-CDC-4010594-001/2021	ncov	2021-02-10	North America	USA
USA/TX-HMH-MCoV-17782/2020	ncov	2020-11-15	North America	USA
USA/NJ-CDC-LC0028053/2021	ncov	2021-03-12	North America	USA
USA/WA-UW-68562/2021	ncov	2021-03-22	North America	USA
USA/NY-Wadsworth-21020499-01/2021	ncov	2021-02-04	North America	USA
USA/TX-HMH-MCoV-16547/2020	ncov	2020-11-03	North America	USA
USA/TX-HMH-MCoV-26777/2021	ncov	2021-02-25	North America	USA
USA/WA-UW-61689/2021	ncov	2021-02-18	North America	USA
USA/KY-KSPHL-100341/2020	ncov	2020-12-12	North America	USA
USA/TX-DSHS-4674/2020	ncov	2020-07-06	North America	USA
USA/TX-CDC-STM-000026004/2021	ncov	2021-02-28	North America	USA
USA/FL-BPHL-1109/2021	ncov	2021-02-22	North America	USA
USA/WI-WSLH-210389/2020	ncov	2020-10-26	North America	USA
USA/CA-CZB-28441/2021	ncov	2021-02-20	North America	USA
USA/WV-WVU-WV090631/2021	ncov	2021-01-05	North America	USA
USA/TX-DSHS-4091/2021	ncov	2021-01-31	North America	USA
USA/FL-CDC-LC0037696/2021	ncov	2021-03-30	North America	USA
USA/CT-JAX-JAX000279/2021	ncov	2021-03-09	North America	USA
USA/AZ-ASU3065/2021	ncov	2021-01-24	North America	USA
USA/MO-MSPHL-000292/2020	ncov	2020-10-30	North America	USA
USA/AZ-CDC-QDX22318506/2021	ncov	2021-02-20	North America	USA
USA/LA-CDC-QDX22290511/2021	ncov	2021-02-22	North America	USA
USA/MD-MDH-1454/2021	ncov	2021-03-17	North America	USA
USA/IL-CDC-QDX23135795/2021	ncov	2021-03-18	North America	USA
USA/NY-PRL-2021_03_19_00C09/2021	ncov	2021-03-17	North America	USA
USA/WA-AG-10107512/2021	ncov	2021-03-02	North America	USA
USA/FL-CDC-QDX22634572/2021	ncov	2021-03-03	North America	USA
USA/NJ-CDC-LC0022376/2021	ncov	2021-02-28	North America	USA
USA/NY-PRL-2021_03_29_04M22/2021	ncov	2021-03-27	North America	USA
USA/MI-CDC-QDX22788279/2021	ncov	2021-03-09	North America	USA
USA/KY-KSPHL-100378/2021	ncov	2021-03-25	North America	USA
USA/FL-CDC-QDX22947863/2021	ncov	2021-03-14	North America	USA
USA/CA-CDC-ASC210000952/2021	ncov	2021-03-01	North America	USA
USA/NV-CDC-LC0034098/2021	ncov	2021-03-19	North America	USA
USA/FL-CDC-FG-015803/2021	ncov	2021-03-20	North America	USA
USA/CO-CDPHE-2100609271/2021	ncov	2021-03-10	North America	USA
USA/NY-PRL-2021_0405_00B24/2021	ncov	2021-03-31	North America	USA
USA/FL-CDC-STM-000040139/2021	ncov	2021-03-19	North America	USA
USA/CA-CDC-FG-014925/2021	ncov	2021-03-16	North America	USA
USA/IL-CDC-ASC210017961/2021	ncov	2021-03-24	North America	USA
USA/CA-CDC-ASC210019171/2021	ncov	2021-03-24	North America	USA
USA/MI-CDC-STM-000044761/2021	ncov	2021-03-28	North America	USA
USA/FL-CDC-STM-000045445/2021	ncov	2021-03-26	North America	USA
USA/OH-CDC-22028082/2021	ncov	2021-02-11	North America	USA
USA/FL-CDC-STM-000035908/2021	ncov	2021-03-14	North America	USA
USA/FL-BPHL-0728/2021	ncov	2021-02-05	North America	USA
USA/IL-CDC-QDX22205223/2021	ncov	2021-02-18	North America	USA
USA/TX-HMH-MCoV-17097/2020	ncov	2020-07-13	North America	USA
USA/TX-HMH-MCoV-16562/2020	ncov	2020-11-04	North America	USA
USA/TX-HMH-MCoV-17406/2020	ncov	2020-11-10	North America	USA
USA/FL-BPHL-1080/2021	ncov	2021-02-17	North America	USA
USA/MA-CDC-STM-000021887/2021	ncov	2021-02-21	North America	USA
USA/WI-WSLH-211753/2021	ncov	2021-02-24	North America	USA
USA/PA-CDC-QDX22683829/2021	ncov	2021-03-02	North America	USA
USA/NY-MSHSPSP-PV27082/2021	ncov	2021-01-30	North America	USA
USA/VA-DCLS-4088/2021	ncov	2021-03-16	North America	USA
USA/GA-CDC-4049205-001/2020	ncov	2020-11-02	North America	USA
USA/VT-CDC-2-4043719/2021	ncov	2021-03-02	North America	USA
USA/CA-UCSF-JD699/2021	ncov	2021-02-09	North America	USA
USA/IL-IDPH-COO-I-0001187/2021	ncov	2021-01-30	North America	USA
USA/PA-CDC-QDX22491607/2021	ncov	2021-02-26	North America	USA
USA/MI-MDHHS-SC25061/2021	ncov	2021-03-11	North America	USA
USA/WA-UW-67537/2021	ncov	2021-03-17	North America	USA
USA/PA-VSP1019/2021	ncov	2021-03-08	North America	USA
USA/AL-HGSC-JJDF/2021	ncov	2021-02-23	North America	USA
USA/IA-21WGS055/2021	ncov	2021-03-09	North America	USA
USA/CO-CDC-ASC210003095/2021	ncov	2021-03-07	North America	USA
USA/KY-KSPHL-100391/2021	ncov	2021-03-16	North America	USA
USA/WA-UW-68090/2021	ncov	2021-03-22	North America	USA
USA/NJ-CDC-IBX606025949090/2021	ncov	2021-03-18	North America	USA
USA/HI-H211593/2021	ncov	2021-03-16	North America	USA
USA/FL-CDC-FG-015871/2021	ncov	2021-03-21	North America	USA
USA/NY-PRL-2021_0405_00P20/2021	ncov	2021-03-31	North America	USA
USA/NC-CDC-STM-000039942/2021	ncov	2021-03-18	North America	USA
USA/TX-CDC-FG-016992/2021	ncov	2021-03-24	North America	USA
USA/FL-CDC-ASC210007403/2021	ncov	2021-03-14	North America	USA
USA/IN-CDC-ASC210011933/2021	ncov	2021-03-19	North America	USA
USA/FL-CDC-STM-000046054/2021	ncov	2021-03-30	North America	USA
USA/CA-CDC-FG-018888/2021	ncov	2021-03-30	North America	USA
USA/IL-CDC-LC0036689/2021	ncov	2021-03-28	North America	USA
USA/IL-CDC-LC0038476/2021	ncov	2021-03-30	North America	USA
USA/NC-CDC-LC0038290/2021	ncov	2021-03-31	North America	USA
USA/MA-CDC-LC0037720/2021	ncov	2021-03-26	North America	USA
USA/AZ-CDC-LC0039291/2021	ncov	2021-03-29	North America	USA
USA/WA-UW-65959/2021	ncov	2021-03-05	North America	USA
USA/WA-UW-2021033007102/2021	ncov	2021-03-30	North America	USA
USA/CA-ALSR-7052/2021	ncov	2021-01-22	North America	USA
USA/PA-VSP0983/2021	ncov	2021-03-08	North America	USA
USA/MA-MASPHL-02052/2021	ncov	2021-02-22	North America	USA
USA/GA-CDC-LC0037939/2021	ncov	2021-03-29	North America	USA
USA/NY-Wadsworth-21021053-01/2021	ncov	2021-02-06	North America	USA
USA/WI-WSLH-210581/2020	ncov	2020-11-12	North America	USA
USA/TX-HMH-MCoV-30881/2021	ncov	2021-03-04	North America	USA
USA/NY-Wadsworth-21016192-01/2021	ncov	2021-01-31	North America	USA
USA/TX-HMH-MCoV-16891/2020	ncov	2020-07-10	North America	USA
USA/TX-HMH-MCoV-26624/2021	ncov	2021-02-27	North America	USA
USA/OH-ODH-SC1042896/2021	ncov	2021-02-10	North America	USA
USA/MI-MDHHS-SC25569/2021	ncov	2021-03-17	North America	USA
USA/PA-CDC-STM-000038667/2021	ncov	2021-03-18	North America	USA
USA/NC-CDC-LC0021022/2021	ncov	2021-02-26	North America	USA
USA/WA-UW-67133/2021	ncov	2021-03-14	North America	USA
USA/AZ-ASU3888/2021	ncov	2021-03-29	North America	USA
USA/MD-CDC-2-4084932/2020	ncov	2020-12-28	North America	USA
USA/TX-DSHS-5258/2020	ncov	2020-07-19	North America	USA
USA/NY-NYCPHL-003613/2021	ncov	2021-02-25	North America	USA
USA/PA-CDC-STM-000021686/2021	ncov	2021-02-22	North America	USA
USA/un-UW-68031/2021	ncov	2021-03-15	North America	USA
USA/OH-CDC-LC0039410/2021	ncov	2021-03-29	North America	USA
USA/IN-CDC-ASC210005644/2021	ncov	2021-03-14	North America	USA
USA/PA-CDC-STM-000045355/2021	ncov	2021-03-29	North America	USA
USA/MN-MDH-4936/2021	ncov	2021-03-06	North America	USA
USA/MI-MDHHS-SC25543/2021	ncov	2021-03-15	North America	USA
USA/MA-CDC-STM-000022251/2021	ncov	2021-02-23	North America	USA
USA/OR-OHSU-10049/2021	ncov	2021-01-19	North America	USA
USA/NY-MSHSPSP-PV25682/2020	ncov	2020-12-29	North America	USA
USA/NC-CDC-STM-000027716/2021	ncov	2021-02-28	North America	USA
USA/NY-PRL-2021_03_11_00A07/2021	ncov	2021-03-09	North America	USA
USA/TX-HMH-MCoV-26772/2021	ncov	2021-02-26	North America	USA
USA/NY-PRL-2021_03_11_00G01/2021	ncov	2021-03-09	North America	USA
USA/RI-CDC-2-3992962/2021	ncov	2021-02-25	North America	USA
USA/GA-CDC-STM-000014036/2021	ncov	2021-02-14	North America	USA
USA/NY-PRL-2021_04_01_00F22/2021	ncov	2021-03-29	North America	USA
USA/NY-MSHSPSP-PV25235/2020	ncov	2020-12-21	North America	USA
USA/WV-WVU-WV090810/2021	ncov	2021-01-04	North America	USA
USA/NY-CDC-LC0029315/2021	ncov	2021-03-10	North America	USA
USA/VA-DCLS-3490/2021	ncov	2021-01-28	North America	USA
USA/NE-Noblis-S64B17/2020	ncov	2020-12-02	North America	USA
USA/ID-IVREF-646120/2020	ncov	2020-08-19	North America	USA
USA/MI-MDHHS-SC29761/2021	ncov	2021-03-08	North America	USA
USA/OR-OHSU-4409/2020	ncov	2020-11-05	North America	USA
USA/NJ-NYGC-V65/2020	ncov	2020-12-28	North America	USA
USA/CA-CDPH-2000040260/2021	ncov	2021-02-22	North America	USA
USA/TX-HMH-MCoV-48480/2020	ncov	2020-07-08	North America	USA
USA/TX-HMH-MCoV-35824/2020	ncov	2020-12-15	North America	USA
USA/SC-MCRDPI_20_0511-T56/2020	ncov	2020-07-22	North America	USA
USA/MT-Walk-432/2020	ncov	2020-10-07	North America	USA
USA/TX-HMH-MCoV-36606/2020	ncov	2020-12-16	North America	USA
USA/CA-SEARCH-103116/2021	ncov	2021-01-21	North America	USA
USA/NY-PRL-2021_0614_52I07/2021	ncov	2021-01-07	North America	USA
USA/TX-HMH-MCoV-35872/2020	ncov	2020-12-14	North America	USA
USA/CA-CDPH-2000039400/2021	ncov	2021-02-17	North America	USA
USA/DC-HP20279-PIDLJAIWKG/2021	ncov	2021-01-10	North America	USA
USA/SC-MCRDPI_20_2197-T28/2020	ncov	2020-09-08	North America	USA
USA/TX-HMH-MCoV-36630/2020	ncov	2020-12-14	North America	USA
USA/NH-CDC-2-3972458/2021	ncov	2021-02-18	North America	USA
USA/CA-CDPH-2000020594/2021	ncov	2021-01-02	North America	USA
USA/TX-HMH-MCoV-48820/2020	ncov	2020-07-15	North America	USA
USA/CA-CDPH-3000009991/2021	ncov	2021-02-08	North America	USA
USA/TX-HMH-MCoV-31909/2020	ncov	2020-12-22	North America	USA
USA/CA-CDC-STM-000040666/2021	ncov	2021-03-18	North America	USA
USA/CA-CDPH-2000019538/2021	ncov	2021-01-04	North America	USA
USA/CA-Stanford-18_S40/2021	ncov	2021-01-04	North America	USA
USA/CA-SEARCH-14266/2021	ncov	2021-02-01	North America	USA
USA/PA-MGEL-02131/2020	ncov	2020-11-11	North America	USA
USA/FL-TGH-0030/2021	ncov	2021-03-02	North America	USA
USA/CA-CSMC682/2020	ncov	2020-09-09	North America	USA
USA/MA-Yale-4952/2021	ncov	2021-02-09	North America	USA
USA/UT-UPHL-2105894006/2021	ncov	2021-03-22	North America	USA
USA/WY-WPHL-20145631/2020	ncov	2020-11-20	North America	USA
USA/UT-UPHL-2105401790/2021	ncov	2021-01-14	North America	USA
USA/CA-CDPH-3000023616/2021	ncov	2021-02-22	North America	USA
USA/CA-SEARCH-15733/2021	ncov	2021-01-18	North America	USA
USA/CA-SEARCH-15636/2021	ncov	2021-01-19	North America	USA
USA/CA-CDPH-2000015462/2020	ncov	2020-12-16	North America	USA
USA/NJ-CDC-ASC210001894/2021	ncov	2021-03-03	North America	USA
USA/CA-COLOR-UCSF-CC276/2021	ncov	2021-02-25	North America	USA
USA/UT-UPHL-2105618321/2021	ncov	2021-01-16	North America	USA
USA/ID-IVREF-694742/2020	ncov	2020-12-21	North America	USA
USA/CA-CDPH-2000028024/2021	ncov	2021-01-18	North America	USA
USA/NC-ECU-CORVASEQ-106337401/2021	ncov	2021-01-22	North America	USA
USA/PA-CDC-STM-000037693/2021	ncov	2021-03-15	North America	USA
USA/FL-CDC-STM-000038562/2021	ncov	2021-03-15	North America	USA
USA/OR-CDC-2-4044031/2021	ncov	2021-02-19	North America	USA
USA/IN-PU-lh000094286/2021	ncov	2021-01-30	North America	USA
USA/MO-MSPHL-002350/2021	ncov	2021-03-25	North America	USA
USA/CA-SEARCH-101861/2021	ncov	2021-01-14	North America	USA
USA/ID-IVREF-640513/2020	ncov	2020-08-07	North America	USA
USA/GA-EHC-816L/2021	ncov	2021-02-15	North America	USA
USA/CA-CDPH-2000017340/2021	ncov	2021-01-11	North America	USA
USA/WY-WYPHL-20134588/2020	ncov	2020-11-13	North America	USA
USA/TX-HMH-MCoV-38214/2021	ncov	2021-03-29	North America	USA
USA/MN-UMGC-386/2021	ncov	2021-03-05	North America	USA
USA/CA-CDPH-2000016474/2020	ncov	2020-12-16	North America	USA
USA/WY-WYPHL-20133191/2020	ncov	2020-11-12	North America	USA
USA/SC-REDDI-DD309573F67/2021	ncov	2021-03-30	North America	USA
USA/MN-CDC-IBX241801072353/2021	ncov	2021-03-31	North America	USA
USA/CA-CDPH-2000039160/2021	ncov	2021-02-16	North America	USA
USA/CA-CDPH-3000023805/2021	ncov	2021-02-09	North America	USA
USA/TX-HMH-MCoV-33941/2020	ncov	2020-12-28	North America	USA
USA/CA-CDPH-3000026570/2021	ncov	2021-02-22	North America	USA
USA/CA-CDPH-3000031376/2021	ncov	2021-03-12	North America	USA
USA/CA-CSMC190/2021	ncov	2021-02-16	North America	USA
USA/CA-CDPH-2000015729/2020	ncov	2020-12-15	North America	USA
USA/CA-SEARCH-14703/2021	ncov	2021-01-15	North America	USA
USA/UT-UPHL-2104242829/2021	ncov	2021-03-30	North America	USA
USA/TX-HMH-MCoV-35899/2020	ncov	2020-12-14	North America	USA
USA/CA-CDPH-2000017325/2021	ncov	2021-01-12	North America	USA
USA/UT-UPHL-210602619054/2021	ncov	2021-01-12	North America	USA
USA/TX-HMH-MCoV-50523/2020	ncov	2020-07-17	North America	USA
USA/CA-CDPH-3000029159/2021	ncov	2021-03-08	North America	USA
USA/CA-CDPH-2000031227/2021	ncov	2021-01-16	North America	USA
USA/MN-MDH-7780/2020	ncov	2020-10-27	North America	USA
USA/NY-697-20-3/2020	ncov	2020-10-21	North America	USA
USA/CA-NHRC-OID_799054/2020	ncov	2020-12-28	North America	USA
USA/PA-VSP1839/2021	ncov	2021-03-26	North America	USA
USA/MI-CDC-ASC210026568/2021	ncov	2021-03-28	North America	USA
USA/NM-NMDOH-2020506824/2020	ncov	2020-11-09	North America	USA
USA/WV-WVU-WV119679/2021	ncov	2021-01-15	North America	USA
USA/CA-SEARCH-11619/2021	ncov	2021-02-22	North America	USA
USA/MD-NIH-00600/2021	ncov	2021-03-09	North America	USA
USA/MN-CDC-IBX879059386357/2021	ncov	2021-03-28	North America	USA
USA/OR-OHSU-5418/2020	ncov	2020-11-16	North America	USA
USA/OH-OSU-21AM-004CO00374/2021	ncov	2021-01-04	North America	USA
USA/CA-CDPH-3000010776/2021	ncov	2021-02-08	North America	USA
USA/WI-UW-4670/2020	ncov	2020-09-11	North America	USA
USA/TX-CDC-ASC210009566/2021	ncov	2021-03-25	North America	USA
USA/FL-CDC-ASC210027833/2021	ncov	2021-03-30	North America	USA
USA/KY-BW-785167/2021	ncov	2021-03-10	North America	USA
USA/TX-CDC-QDX23212288/2021	ncov	2021-03-21	North America	USA
USA/CT-CDC-QDX23205530/2021	ncov	2021-03-21	North America	USA
USA/IL-CDC-LC0041851/2021	ncov	2021-03-30	North America	USA
USA/CA-CDPH-2000032016/2021	ncov	2021-01-27	North America	USA
USA/FL-CDC-ASC210012396/2021	ncov	2021-03-19	North America	USA
USA/NE-CDC-ASC210012025/2021	ncov	2021-03-19	North America	USA
USA/TN-CDC-ASC210018950/2021	ncov	2021-03-25	North America	USA
USA/NC-UNC-0747/2021	ncov	2021-03-22	North America	USA
USA/TX-CDC-FG-017219/2021	ncov	2021-03-26	North America	USA
USA/CA-CDC-ASC210028315/2021	ncov	2021-03-30	North America	USA
USA/AZ-TG974282/2020	ncov	2020-09-28	North America	USA
USA/NC-CDC-ASC210026090/2021	ncov	2021-03-29	North America	USA
USA/MI-CDC-ASC210025372/2021	ncov	2021-03-29	North America	USA
USA/NJ-CDC-ASC210025074/2021	ncov	2021-03-25	North America	USA
USA/CA-CDPH-2000030376/2021	ncov	2021-01-20	North America	USA
USA/NJ-CDC-ASC210025735/2021	ncov	2021-03-29	North America	USA
USA/FL-CDC-STM-000047294/2021	ncov	2021-03-30	North America	USA
USA/WY-CDC-IBX982922607947/2021	ncov	2021-03-16	North America	USA
USA/MA-CDC-STM-000047035/2021	ncov	2021-03-30	North America	USA
USA/MN-CDC-IBX825668206104/2021	ncov	2021-03-29	North America	USA
USA/MN-CDC-IBX162998636511/2021	ncov	2021-03-24	North America	USA
USA/CA-CDPH-2000030850/2021	ncov	2021-01-20	North America	USA
USA/TN-CDC-ASC210038566/2021	ncov	2021-03-31	North America	USA
USA/MD-IGS-012108307884A/2021	ncov	2021-03-24	North America	USA
USA/RI-CDCBI-RIDOH_01447/2021	ncov	2021-03-31	North America	USA
USA/MA-CDCBI-CRSP_GKX66YVPSFZ6MST3/2021	ncov	2021-03-23	North America	USA
USA/CA-SEARCH-32791/2021	ncov	2021-03-31	North America	USA
