strain	virus	date	region	country
England/RAND-12679E9/2021	ncov	2021-02-01	Europe	United Kingdom
England/CAMB-1B7B9D/2020	ncov	2020-10-26	Europe	United Kingdom
England/RAND-12E039F/2021	ncov	2021-02-10	Europe	United Kingdom
England/ALDP-1308A7D/2021	ncov	2021-02-18	Europe	United Kingdom
England/RAND-12BFBEC/2021	ncov	2021-02-10	Europe	United Kingdom
Wales/PHWC-4A81E5/2020	ncov	2020-12-20	Europe	United Kingdom
England/PHWC-4CEC8E/2021	ncov	2021-02-14	Europe	United Kingdom
England/QEUH-AE1DC8/2020	ncov	2020-10-27	Europe	United Kingdom
England/MILK-994AA0/2020	ncov	2020-08-25	Europe	United Kingdom
England/QEUH-96AA3A/2020	ncov	2020-08-17	Europe	United Kingdom
Wales/PHWC-4D6A98/2021	ncov	2021-02-25	Europe	United Kingdom
England/CAMC-94B792/2020	ncov	2020-07-16	Europe	United Kingdom
Wales/PHWC-48AB54/2020	ncov	2020-11-04	Europe	United Kingdom
England/ALDP-B47DFC/2020	ncov	2020-11-07	Europe	United Kingdom
Wales/PHWC-4C9C38/2021	ncov	2021-02-10	Europe	United Kingdom
England/ALDP-F7516E/2021	ncov	2021-01-03	Europe	United Kingdom
England/ALDP-10B4E68/2021	ncov	2021-01-17	Europe	United Kingdom
England/QEUH-C324A3/2020	ncov	2020-12-11	Europe	United Kingdom
England/QEUH-B697BA/2020	ncov	2020-11-11	Europe	United Kingdom
England/MILK-EC6DF2/2021	ncov	2021-01-03	Europe	United Kingdom
England/NOTT-117E38/2020	ncov	2020-10-25	Europe	United Kingdom
England/MILK-B93DD3/2020	ncov	2020-11-13	Europe	United Kingdom
England/ALDP-6BBD9E/2020	ncov	2020-07-02	Europe	United Kingdom
Scotland/QEUH-AAE4E0/2020	ncov	2020-10-22	Europe	United Kingdom
England/CAMC-A40FFE/2020	ncov	2020-10-06	Europe	United Kingdom
England/NOTT-24D384/2020	ncov	2020-12-16	Europe	United Kingdom
England/PHWC-4C313F/2021	ncov	2021-01-31	Europe	United Kingdom
Scotland/QEUH-B2B2A4/2020	ncov	2020-11-03	Europe	United Kingdom
England/ALDP-9E7358/2020	ncov	2020-09-24	Europe	United Kingdom
England/QEUH-131B6A0/2021	ncov	2021-02-23	Europe	United Kingdom
England/MILK-A463CF/2020	ncov	2020-10-03	Europe	United Kingdom
England/ALDP-66B137/2020	ncov	2020-07-03	Europe	United Kingdom
England/QEUH-9DDCA5/2020	ncov	2020-09-21	Europe	United Kingdom
England/ALDP-9CB17E/2020	ncov	2020-09-16	Europe	United Kingdom
NorthernIreland/QEUH-96C41C/2020	ncov	2020-08-15	Europe	United Kingdom
Scotland/QEUH-998A06/2020	ncov	2020-08-24	Europe	United Kingdom
England/MILK-62D81E/2020	ncov	2020-07-05	Europe	United Kingdom
England/CAMC-9B1BD7/2020	ncov	2020-09-03	Europe	United Kingdom
England/QEUH-9C990F/2020	ncov	2020-09-10	Europe	United Kingdom
England/ALDP-AA37E2/2020	ncov	2020-10-22	Europe	United Kingdom
England/MILK-ABBFFE/2020	ncov	2020-10-22	Europe	United Kingdom
England/QEUH-AF4A07/2020	ncov	2020-10-30	Europe	United Kingdom
England/CAMC-B9A307/2020	ncov	2020-11-15	Europe	United Kingdom
England/CAMC-C467FE/2020	ncov	2020-12-10	Europe	United Kingdom
England/CAMC-C425E9/2020	ncov	2020-12-10	Europe	United Kingdom
England/ALDP-C3B501/2020	ncov	2020-12-09	Europe	United Kingdom
England/ALDP-C3A5F3/2020	ncov	2020-12-09	Europe	United Kingdom
England/ALDP-CB42FA/2020	ncov	2020-12-20	Europe	United Kingdom
England/MILK-CA9DD9/2020	ncov	2020-12-16	Europe	United Kingdom
England/MILK-CAA084/2020	ncov	2020-12-18	Europe	United Kingdom
England/MILK-CA6941/2020	ncov	2020-12-18	Europe	United Kingdom
England/CAMC-C98E70/2020	ncov	2020-12-17	Europe	United Kingdom
England/QEUH-CCCB21/2020	ncov	2020-12-22	Europe	United Kingdom
England/QEUH-D8C360/2020	ncov	2020-12-27	Europe	United Kingdom
England/MILK-D2DB1E/2020	ncov	2020-12-22	Europe	United Kingdom
England/MILK-D2780E/2020	ncov	2020-12-24	Europe	United Kingdom
England/MILK-BAFB61/2020	ncov	2020-11-17	Europe	United Kingdom
England/OXON-F41E73/2020	ncov	2020-12-16	Europe	United Kingdom
England/MILK-DAB161/2020	ncov	2020-12-27	Europe	United Kingdom
England/NOTT-1133D3/2020	ncov	2020-09-20	Europe	United Kingdom
Wales/PHWC-47F606/2020	ncov	2020-10-12	Europe	United Kingdom
England/NOTT-24D339/2020	ncov	2020-12-15	Europe	United Kingdom
England/ALDP-C3DB2B/2020	ncov	2020-12-10	Europe	United Kingdom
Wales/PHWC-4918AE/2020	ncov	2020-11-07	Europe	United Kingdom
England/QEUH-EFF3D0/2021	ncov	2021-01-04	Europe	United Kingdom
England/NORW-225A8D/2021	ncov	2021-01-09	Europe	United Kingdom
England/MILK-EC4BAF/2021	ncov	2021-01-03	Europe	United Kingdom
England/QEUH-C326BC/2020	ncov	2020-12-11	Europe	United Kingdom
England/MILK-EC05F0/2021	ncov	2021-01-03	Europe	United Kingdom
England/CAMC-ED75F6/2021	ncov	2021-01-04	Europe	United Kingdom
Scotland/QEUH-CAD616/2020	ncov	2020-12-20	Europe	United Kingdom
England/MILK-12CAD51/2021	ncov	2021-02-17	Europe	United Kingdom
Scotland/QEUH-95E082/2020	ncov	2020-08-07	Europe	United Kingdom
England/MILK-ACC789/2020	ncov	2020-10-21	Europe	United Kingdom
England/OXON-F45AD5/2020	ncov	2020-12-28	Europe	United Kingdom
Wales/PHWC-4B34B1/2021	ncov	2021-01-01	Europe	United Kingdom
England/QEUH-C30DE6/2020	ncov	2020-12-11	Europe	United Kingdom
England/QEUH-C7FF4F/2020	ncov	2020-12-16	Europe	United Kingdom
England/ALDP-A2E451/2020	ncov	2020-10-06	Europe	United Kingdom
England/QEUH-109CD1E/2021	ncov	2021-01-19	Europe	United Kingdom
Wales/PHWC-4928BC/2020	ncov	2020-11-27	Europe	United Kingdom
England/QEUH-9C89E2/2020	ncov	2020-09-10	Europe	United Kingdom
England/MILK-FAA090/2021	ncov	2021-01-09	Europe	United Kingdom
England/MILK-FAF356/2021	ncov	2021-01-09	Europe	United Kingdom
England/ALDP-1004D6C/2021	ncov	2021-01-12	Europe	United Kingdom
England/ALDP-1004F93/2021	ncov	2021-01-12	Europe	United Kingdom
England/MILK-FDFC34/2021	ncov	2021-01-10	Europe	United Kingdom
England/MILK-EC8CD5/2021	ncov	2021-01-03	Europe	United Kingdom
England/LOND-13237FD/2020	ncov	2020-12-27	Europe	United Kingdom
England/OXON-F4CA29/2021	ncov	2021-01-05	Europe	United Kingdom
England/ALDP-FBB6E5/2021	ncov	2021-01-11	Europe	United Kingdom
England/MILK-102E1AC/2021	ncov	2021-01-11	Europe	United Kingdom
Wales/PHWC-49DE91/2020	ncov	2020-12-04	Europe	United Kingdom
England/ALDP-106490C/2021	ncov	2021-01-15	Europe	United Kingdom
England/ALDP-1091D91/2021	ncov	2021-01-17	Europe	United Kingdom
England/MILK-102F9D0/2021	ncov	2021-01-12	Europe	United Kingdom
England/ALDP-109E24A/2021	ncov	2021-01-14	Europe	United Kingdom
England/ALDP-1090099/2021	ncov	2021-01-17	Europe	United Kingdom
England/ALDP-109DACB/2021	ncov	2021-01-17	Europe	United Kingdom
England/MILK-99D95F/2020	ncov	2020-08-30	Europe	United Kingdom
NorthernIreland/NIRE-109394/2020	ncov	2020-10-13	Europe	United Kingdom
Wales/PHWC-47F83D/2020	ncov	2020-10-09	Europe	United Kingdom
England/CAMC-B07253/2020	ncov	2020-10-29	Europe	United Kingdom
England/MILK-BB0990/2020	ncov	2020-11-17	Europe	United Kingdom
England/QEUH-10BA3CD/2021	ncov	2021-01-19	Europe	United Kingdom
England/ALDP-AA1984/2020	ncov	2020-10-21	Europe	United Kingdom
Wales/PHWC-48B42B/2020	ncov	2020-11-01	Europe	United Kingdom
England/OXON-F42980/2020	ncov	2020-12-17	Europe	United Kingdom
England/CAMC-B2246B/2020	ncov	2020-11-03	Europe	United Kingdom
England/QEUH-9CA7E6/2020	ncov	2020-09-10	Europe	United Kingdom
England/ALDP-10EB141/2021	ncov	2021-01-21	Europe	United Kingdom
England/QEUH-9C896A/2020	ncov	2020-09-11	Europe	United Kingdom
England/ALDP-10DE518/2021	ncov	2021-01-18	Europe	United Kingdom
England/ALDP-110B292/2021	ncov	2021-01-22	Europe	United Kingdom
England/ALDP-100E4D6/2021	ncov	2021-01-13	Europe	United Kingdom
England/ALDP-10F9CC7/2021	ncov	2021-01-22	Europe	United Kingdom
Wales/PHWC-4B6005/2021	ncov	2021-01-07	Europe	United Kingdom
England/LOND-1323FD7/2020	ncov	2020-12-16	Europe	United Kingdom
England/QEUH-9B4B3E/2020	ncov	2020-09-03	Europe	United Kingdom
Wales/PHWC-4BD2CC/2021	ncov	2021-01-21	Europe	United Kingdom
England/QEUH-10335E4/2021	ncov	2021-01-14	Europe	United Kingdom
Wales/PHWC-4CEC24/2021	ncov	2021-02-14	Europe	United Kingdom
Wales/PHWC-485148/2020	ncov	2020-10-23	Europe	United Kingdom
England/MILK-113D0AC/2021	ncov	2021-01-21	Europe	United Kingdom
England/CAMC-B98F05/2020	ncov	2020-11-15	Europe	United Kingdom
England/NOTT-112FFE/2020	ncov	2020-09-07	Europe	United Kingdom
England/CAMC-B99C49/2020	ncov	2020-11-15	Europe	United Kingdom
England/MILK-116C280/2021	ncov	2021-01-25	Europe	United Kingdom
England/CAMC-115ED71/2021	ncov	2021-01-24	Europe	United Kingdom
England/QEUH-114C73C/2021	ncov	2021-01-25	Europe	United Kingdom
England/MILK-1151BFC/2021	ncov	2021-01-23	Europe	United Kingdom
England/ALDP-119C9DD/2021	ncov	2021-01-28	Europe	United Kingdom
England/MILK-1176793/2021	ncov	2021-01-23	Europe	United Kingdom
England/ALDP-EF031B/2021	ncov	2021-01-03	Europe	United Kingdom
England/MILK-117D134/2021	ncov	2021-01-25	Europe	United Kingdom
England/QEUH-C33B52/2020	ncov	2020-12-11	Europe	United Kingdom
England/MILK-1176818/2021	ncov	2021-01-25	Europe	United Kingdom
England/ALDP-1128B3A/2021	ncov	2021-01-22	Europe	United Kingdom
England/ALDP-11287BE/2021	ncov	2021-01-22	Europe	United Kingdom
England/QEUH-116F214/2021	ncov	2021-01-26	Europe	United Kingdom
England/NORT-1B7D659/2021	ncov	2021-01-12	Europe	United Kingdom
Wales/PHWC-4BF9A7/2021	ncov	2021-01-23	Europe	United Kingdom
Wales/PHWC-4C1DF1/2021	ncov	2021-01-27	Europe	United Kingdom
England/ALDP-11AFB86/2021	ncov	2021-01-28	Europe	United Kingdom
England/MILK-11A350C/2021	ncov	2021-01-28	Europe	United Kingdom
England/MILK-11A3074/2021	ncov	2021-01-28	Europe	United Kingdom
England/ALDP-11CD126/2021	ncov	2021-01-29	Europe	United Kingdom
England/ALDP-11CD4B4/2021	ncov	2021-01-30	Europe	United Kingdom
Wales/PHWC-4BBB5A/2021	ncov	2021-01-14	Europe	United Kingdom
England/QEUH-B7CC2E/2020	ncov	2020-11-14	Europe	United Kingdom
England/ALDP-B76DF4/2020	ncov	2020-11-12	Europe	United Kingdom
England/ALDP-11BA4F6/2021	ncov	2021-01-30	Europe	United Kingdom
England/ALDP-11B3071/2021	ncov	2021-01-29	Europe	United Kingdom
England/ALDP-11D51B2/2021	ncov	2021-01-30	Europe	United Kingdom
Scotland/CVR4898/2020	ncov	2020-10-05	Europe	United Kingdom
England/QEUH-DD2DD6/2021	ncov	2021-01-02	Europe	United Kingdom
England/CAMC-1327FD3/2021	ncov	2021-02-18	Europe	United Kingdom
England/MILK-135374F/2021	ncov	2021-02-25	Europe	United Kingdom
England/ALDP-134BCE1/2021	ncov	2021-02-23	Europe	United Kingdom
England/CAMC-135BF21/2021	ncov	2021-02-10	Europe	United Kingdom
England/ALDP-136CEF3/2021	ncov	2021-02-28	Europe	United Kingdom
Scotland/QEUH-1342B56/2021	ncov	2021-02-26	Europe	United Kingdom
England/QEUH-136E6CC/2021	ncov	2021-03-01	Europe	United Kingdom
England/QEUH-1367A4F/2021	ncov	2021-03-01	Europe	United Kingdom
England/ALDP-1385FD3/2021	ncov	2021-03-02	Europe	United Kingdom
England/ALDP-137960A/2021	ncov	2021-03-01	Europe	United Kingdom
England/ALDP-137020F/2021	ncov	2021-03-01	Europe	United Kingdom
Scotland/QEUH-136615A/2021	ncov	2021-03-01	Europe	United Kingdom
NorthernIreland/RAND-13076F2/2021	ncov	2021-02-18	Europe	United Kingdom
England/MILK-13B5884/2021	ncov	2021-03-08	Europe	United Kingdom
Scotland/QEUH-12D398E/2021	ncov	2021-02-19	Europe	United Kingdom
Scotland/QEUH-1396C23/2021	ncov	2021-03-05	Europe	United Kingdom
England/ALDP-1315882/2021	ncov	2021-02-21	Europe	United Kingdom
England/ALDP-12AD3CB/2021	ncov	2021-02-14	Europe	United Kingdom
England/BRIS-26194C/2021	ncov	2021-01-15	Europe	United Kingdom
Wales/PHWC-4DD994/2021	ncov	2021-03-10	Europe	United Kingdom
England/QEUH-14258BB/2021	ncov	2021-03-19	Europe	United Kingdom
England/QEUH-13A12E7/2021	ncov	2021-03-06	Europe	United Kingdom
Scotland/QEUH-139D749/2021	ncov	2021-03-06	Europe	United Kingdom
England/QEUH-13AA5F4/2021	ncov	2021-03-06	Europe	United Kingdom
England/MILK-13E2FE3/2021	ncov	2021-03-13	Europe	United Kingdom
England/QEUH-13D0856/2021	ncov	2021-03-12	Europe	United Kingdom
England/MILK-13EDAAB/2021	ncov	2021-03-13	Europe	United Kingdom
England/MILK-13D0A7E/2021	ncov	2021-03-10	Europe	United Kingdom
England/ALDP-13DB4DF/2021	ncov	2021-03-12	Europe	United Kingdom
England/QEUH-13DA573/2021	ncov	2021-03-13	Europe	United Kingdom
England/QEUH-13D5B94/2021	ncov	2021-03-12	Europe	United Kingdom
England/QEUH-13B6504/2021	ncov	2021-03-09	Europe	United Kingdom
England/ALDP-13A20A0/2021	ncov	2021-03-05	Europe	United Kingdom
England/QEUH-13DA26D/2021	ncov	2021-03-13	Europe	United Kingdom
England/QEUH-13C3786/2021	ncov	2021-03-11	Europe	United Kingdom
England/QEUH-13C645F/2021	ncov	2021-03-08	Europe	United Kingdom
England/QEUH-140766A/2021	ncov	2021-03-17	Europe	United Kingdom
England/QEUH-13F30BF/2021	ncov	2021-03-16	Europe	United Kingdom
England/QEUH-13F7F45/2021	ncov	2021-03-15	Europe	United Kingdom
Scotland/QEUH-13E56CD/2021	ncov	2021-03-14	Europe	United Kingdom
England/QEUH-13C4A8C/2021	ncov	2021-03-10	Europe	United Kingdom
England/MILK-FE367B/2021	ncov	2021-01-10	Europe	United Kingdom
Scotland/QEUH-13D0CC3/2021	ncov	2021-03-12	Europe	United Kingdom
England/QEUH-140B745/2021	ncov	2021-03-17	Europe	United Kingdom
England/MILK-1401527/2021	ncov	2021-03-15	Europe	United Kingdom
England/MILK-140E43C/2021	ncov	2021-03-17	Europe	United Kingdom
England/RAND-13F21DB/2021	ncov	2021-03-15	Europe	United Kingdom
England/QEUH-141EF47/2021	ncov	2021-03-18	Europe	United Kingdom
England/MILK-140309D/2021	ncov	2021-03-16	Europe	United Kingdom
Scotland/QEUH-1408089/2021	ncov	2021-03-17	Europe	United Kingdom
England/OXON-F6C62F/2021	ncov	2021-02-03	Europe	United Kingdom
Wales/PHWC-PYYBWH/2021	ncov	2021-03-11	Europe	United Kingdom
England/PHWC-4D366A/2021	ncov	2021-02-18	Europe	United Kingdom
Scotland/QEUH-141362F/2021	ncov	2021-03-19	Europe	United Kingdom
Scotland/QEUH-141ECAA/2021	ncov	2021-03-19	Europe	United Kingdom
Scotland/QEUH-141712A/2021	ncov	2021-03-18	Europe	United Kingdom
England/QEUH-13F4810/2021	ncov	2021-03-15	Europe	United Kingdom
England/CAMC-142D983/2021	ncov	2021-03-17	Europe	United Kingdom
England/MILK-1449480/2021	ncov	2021-03-21	Europe	United Kingdom
England/QEUH-14350B0/2021	ncov	2021-03-20	Europe	United Kingdom
England/ALDP-143D4DA/2021	ncov	2021-03-20	Europe	United Kingdom
England/ALDP-143C3A1/2021	ncov	2021-03-13	Europe	United Kingdom
England/QEUH-1442223/2021	ncov	2021-03-22	Europe	United Kingdom
England/ALDP-142CD3D/2021	ncov	2021-03-12	Europe	United Kingdom
England/QEUH-1431315/2021	ncov	2021-03-21	Europe	United Kingdom
England/ALDP-141A01B/2021	ncov	2021-03-15	Europe	United Kingdom
England/QEUH-1348FDC/2021	ncov	2021-02-24	Europe	United Kingdom
England/ALDP-145C51E/2021	ncov	2021-03-22	Europe	United Kingdom
England/QEUH-1344A39/2021	ncov	2021-02-25	Europe	United Kingdom
England/MILK-1457504/2021	ncov	2021-03-22	Europe	United Kingdom
England/RAND-1433B75/2021	ncov	2021-02-26	Europe	United Kingdom
England/QEUH-144915C/2021	ncov	2021-03-22	Europe	United Kingdom
England/QEUH-1455603/2021	ncov	2021-03-22	Europe	United Kingdom
England/ALDP-1448797/2021	ncov	2021-03-19	Europe	United Kingdom
England/CAMC-143E65B/2021	ncov	2021-03-22	Europe	United Kingdom
England/CAMC-13D210E/2021	ncov	2021-03-10	Europe	United Kingdom
England/ALDP-146D644/2021	ncov	2021-03-23	Europe	United Kingdom
England/QEUH-147B76E/2021	ncov	2021-03-25	Europe	United Kingdom
England/QEUH-147B591/2021	ncov	2021-03-25	Europe	United Kingdom
England/ALDP-1388ADF/2021	ncov	2021-03-03	Europe	United Kingdom
England/MILK-149A435/2021	ncov	2021-03-29	Europe	United Kingdom
England/QEUH-14A029C/2021	ncov	2021-03-29	Europe	United Kingdom
England/ALDP-14968F1/2021	ncov	2021-03-28	Europe	United Kingdom
England/ALDP-149B461/2021	ncov	2021-03-28	Europe	United Kingdom
England/MILK-1383694/2021	ncov	2021-03-02	Europe	United Kingdom
England/ALDP-1383EBA/2021	ncov	2021-03-03	Europe	United Kingdom
England/ALDP-148D5BA/2021	ncov	2021-03-26	Europe	United Kingdom
England/ALDP-148E05E/2021	ncov	2021-03-27	Europe	United Kingdom
England/ALDP-148DD49/2021	ncov	2021-03-27	Europe	United Kingdom
England/RAND-14A531C/2021	ncov	2021-03-30	Europe	United Kingdom
England/QEUH-14AD36F/2021	ncov	2021-03-31	Europe	United Kingdom
England/MILK-148BDE1/2021	ncov	2021-03-26	Europe	United Kingdom
England/RAND-14AE0B2/2021	ncov	2021-03-30	Europe	United Kingdom
Scotland/QEUH-14814AA/2021	ncov	2021-03-27	Europe	United Kingdom
Scotland/QEUH-136F986/2021	ncov	2021-03-02	Europe	United Kingdom
Scotland/QEUH-147779F/2021	ncov	2021-03-26	Europe	United Kingdom
England/QEUH-14B49FA/2021	ncov	2021-03-30	Europe	United Kingdom
England/ALDP-14A5CA8/2021	ncov	2021-03-29	Europe	United Kingdom
NorthernIreland/RAND-14857DA/2021	ncov	2021-03-26	Europe	United Kingdom
Scotland/QEUH-14B3B8C/2021	ncov	2021-03-30	Europe	United Kingdom
England/MILK-14D7D5F/2021	ncov	2021-03-17	Europe	United Kingdom
England/MILK-1354FFB/2021	ncov	2021-02-24	Europe	United Kingdom
Scotland/QEUH-12FE57A/2021	ncov	2021-02-22	Europe	United Kingdom
England/MILK-1349946/2021	ncov	2021-02-19	Europe	United Kingdom
England/ALDP-1340D07/2021	ncov	2021-02-25	Europe	United Kingdom
Scotland/QEUH-1365CA5/2021	ncov	2021-03-01	Europe	United Kingdom
England/ALDP-133F293/2021	ncov	2021-02-26	Europe	United Kingdom
England/MILK-136C2F7/2021	ncov	2021-03-01	Europe	United Kingdom
England/QEUH-12FFB3B/2021	ncov	2021-02-22	Europe	United Kingdom
England/ALDP-139197C/2021	ncov	2021-03-05	Europe	United Kingdom
England/CAMC-139B5D8/2021	ncov	2021-03-01	Europe	United Kingdom
England/QEUH-13A9A9C/2021	ncov	2021-03-08	Europe	United Kingdom
Scotland/QEUH-13BED22/2021	ncov	2021-03-09	Europe	United Kingdom
Scotland/QEUH-13B4427/2021	ncov	2021-03-08	Europe	United Kingdom
England/LOND-1336C70/2021	ncov	2021-03-13	Europe	United Kingdom
England/CAMC-13A4712/2021	ncov	2021-03-04	Europe	United Kingdom
England/CAMC-13DC77B/2021	ncov	2021-03-13	Europe	United Kingdom
England/QEUH-13CEBAD/2021	ncov	2021-03-11	Europe	United Kingdom
England/MILK-13C9BDF/2021	ncov	2021-03-10	Europe	United Kingdom
Wales/ALDP-13AB3DB/2021	ncov	2021-03-07	Europe	United Kingdom
England/QEUH-13F6D79/2021	ncov	2021-03-16	Europe	United Kingdom
England/RAND-13FD370/2021	ncov	2021-03-07	Europe	United Kingdom
Scotland/QEUH-13546F6/2021	ncov	2021-02-26	Europe	United Kingdom
Wales/PHWC-4DDD2F/2021	ncov	2021-03-13	Europe	United Kingdom
England/PHWC-4C9807/2021	ncov	2021-02-09	Europe	United Kingdom
England/ALDP-1442751/2021	ncov	2021-03-20	Europe	United Kingdom
England/ALDP-1437F75/2021	ncov	2021-03-17	Europe	United Kingdom
England/QEUH-1430783/2021	ncov	2021-03-20	Europe	United Kingdom
NorthernIreland/RAND-13FD4B9/2021	ncov	2021-03-05	Europe	United Kingdom
England/ALDP-144C7EE/2021	ncov	2021-03-21	Europe	United Kingdom
England/CAMC-1418A88/2021	ncov	2021-03-19	Europe	United Kingdom
England/CAMC-138072B/2021	ncov	2021-02-13	Europe	United Kingdom
England/ALDP-14610BB/2021	ncov	2021-03-22	Europe	United Kingdom
England/PHWC-4DD976/2021	ncov	2021-03-10	Europe	United Kingdom
England/ALDP-13C8912/2021	ncov	2021-03-10	Europe	United Kingdom
England/MILK-14455AF/2021	ncov	2021-03-21	Europe	United Kingdom
England/ALDP-1441CBD/2021	ncov	2021-03-21	Europe	United Kingdom
England/QEUH-149D757/2021	ncov	2021-03-29	Europe	United Kingdom
England/MILK-14B14A1/2021	ncov	2021-03-30	Europe	United Kingdom
England/TFCI-270A995/2020	ncov	2020-10-20	Europe	United Kingdom
England/BRIS-18552ED/2020	ncov	2020-10-26	Europe	United Kingdom
England/OXON-F8563F/2020	ncov	2020-09-30	Europe	United Kingdom
England/BRIS-134ECC/2020	ncov	2020-10-19	Europe	United Kingdom
England/GSTT-210210LSBC95/2021	ncov	2021-02-07	Europe	United Kingdom
England/WSFT-25D02F9/2021	ncov	2021-02-14	Europe	United Kingdom
England/PHESW-YYBNIXE/2021	ncov	2021-01-25	Europe	United Kingdom
England/BIRM-BCBNJH/2021	ncov	2021-03-21	Europe	United Kingdom
England/PORT-1E7B8DA/2021	ncov	2021-01-08	Europe	United Kingdom
NorthernIreland/NIRE-00189f/2021	ncov	2021-03-13	Europe	United Kingdom
NorthernIreland/NIRE-001765/2021	ncov	2021-03-18	Europe	United Kingdom
Scotland/EDB17644/2021	ncov	2021-02-24	Europe	United Kingdom
England/OXON-FA7190/2020	ncov	2020-11-16	Europe	United Kingdom
England/TFCI-270A643/2020	ncov	2020-09-09	Europe	United Kingdom
England/BHRT-24B54F5/2020	ncov	2020-10-24	Europe	United Kingdom
England/QEUH-A601B6/2020	ncov	2020-10-11	Europe	United Kingdom
USA/TX-HMH-MCoV-20324/2021	ncov	2021-01-05	North America	USA
USA/CA-CDC-STM-000007220/2021	ncov	2021-01-30	North America	USA
USA/CA-CDC-QDX22060027/2021	ncov	2021-02-08	North America	USA
USA/WI-UW-1044/2020	ncov	2020-08-01	North America	USA
USA/ME-CDC-QDX21715860/2021	ncov	2021-02-03	North America	USA
USA/TX-HMH-6406/2020	ncov	2020-07-05	North America	USA
USA/KS-KHEL-0211/2021	ncov	2021-02-18	North America	USA
USA/NY-Wadsworth-21001447-01/2021	ncov	2021-01-02	North America	USA
USA/TX-HMH-MCoV-21368/2020	ncov	2020-12-29	North America	USA
USA/AZ-CDC-LC00000249/2020	ncov	2020-12-26	North America	USA
USA/TX-HMH-MCoV-22141/2021	ncov	2021-01-07	North America	USA
USA/TX-HMH-MCoV-25060/2021	ncov	2021-01-19	North America	USA
USA/OH-CDC-QDX22122160/2021	ncov	2021-02-17	North America	USA
USA/CA-CDPH-UC1579/2020	ncov	2020-11-09	North America	USA
USA/CA-CZB-19789/2020	ncov	2020-12-24	North America	USA
USA/UT-CDC-LC0007752/2021	ncov	2021-01-16	North America	USA
USA/UT-UPHL-2012928787/2020	ncov	2020-08-11	North America	USA
USA/MD-CDC-2-4068705/2020	ncov	2020-12-28	North America	USA
USA/IL-NM-5804/2021	ncov	2021-01-04	North America	USA
USA/VA-CDC-LC0009722/2021	ncov	2021-01-23	North America	USA
USA/MA-Broad_CRSP-00069/2021	ncov	2021-01-02	North America	USA
USA/TX-HMH-MCoV-9795/2020	ncov	2020-07-04	North America	USA
USA/PA-CDC-LC0018130/2021	ncov	2021-02-12	North America	USA
USA/TX-HMH-MCoV-18535/2020	ncov	2020-11-19	North America	USA
USA/WI-WSLH-201647/2020	ncov	2020-10-15	North America	USA
USA/TX-HMH-MCoV-24230/2021	ncov	2021-01-16	North America	USA
USA/TX-HMH-MCoV-22901/2020	ncov	2020-12-27	North America	USA
USA/TX-HMH-MCoV-12996/2020	ncov	2020-08-29	North America	USA
USA/FL-CDC-QDX21489811/2021	ncov	2021-01-27	North America	USA
USA/OK-CDC-STM-000001678/2021	ncov	2021-01-13	North America	USA
USA/NY-PRL-2021_02_19_00G04/2021	ncov	2021-02-16	North America	USA
USA/ME-HETL-J1204/2021	ncov	2021-01-29	North America	USA
USA/KS-KHEL-0319/2020	ncov	2020-07-24	North America	USA
USA/LA-EVTL1711/2021	ncov	2021-01-11	North America	USA
USA/FL-CDC-QDX21487408/2021	ncov	2021-01-27	North America	USA
USA/MN-MDH-3032/2021	ncov	2021-02-12	North America	USA
USA/ME-CDC-QDX21529911/2021	ncov	2021-01-26	North America	USA
USA/TX-CDC-QDX22053366/2021	ncov	2021-02-13	North America	USA
USA/FL-CDC-STM-000008271/2021	ncov	2021-01-09	North America	USA
USA/CA-ALSR-3026/2020	ncov	2020-09-04	North America	USA
USA/AK-PHL6680/2020	ncov	2020-09-21	North America	USA
USA/GA-CDC-2-3877888/2021	ncov	2021-01-25	North America	USA
USA/NY-PRL-2021_02_17_00N05/2021	ncov	2021-02-15	North America	USA
USA/TX-HMH-MCoV-24345/2021	ncov	2021-01-16	North America	USA
USA/OR-OHSU-1013/2020	ncov	2020-07-08	North America	USA
USA/WI-UW-2419/2020	ncov	2020-12-04	North America	USA
USA/SC-CDC-LC0016333/2021	ncov	2021-02-09	North America	USA
USA/NY-Wadsworth-21007328-01/2021	ncov	2021-01-07	North America	USA
USA/NMDOH-2020527558/2020	ncov	2020-11-15	North America	USA
USA/TX-HMH-MCoV-13762/2020	ncov	2020-08-17	North America	USA
USA/WA-S4849/2021	ncov	2021-02-09	North America	USA
USA/AZ-ASPHL-2932/2020	ncov	2020-11-25	North America	USA
USA/HI-H200526/2020	ncov	2020-11-02	North America	USA
USA/CA-CZB-15008/2020	ncov	2020-11-18	North America	USA
USA/NY-Wadsworth-264198-01/2020	ncov	2020-11-05	North America	USA
USA/WA-UW-31441/2020	ncov	2020-10-13	North America	USA
USA/CA-ALSR-4866/2020	ncov	2020-11-03	North America	USA
USA/NV-NSPHL-LV296356/2021	ncov	2021-02-04	North America	USA
USA/NY-NYCPHL-001322/2020	ncov	2020-11-10	North America	USA
USA/MN-GMF-28113/2020	ncov	2020-10-27	North America	USA
USA/WA-PROV-888/2020	ncov	2020-12-09	North America	USA
USA/WI-UW-1909/2020	ncov	2020-09-17	North America	USA
USA/UT-UPHL-2102342783/2020	ncov	2020-12-31	North America	USA
